Region,Case 1st Observed Date,Narrative,CAUSE,DETERMINED FATE,Health status,DISENTANGLEMENT STATUS,"Seen 
1yr+","Breeding, Feeding, Migratory corridor, or Other?",INITIAL  National Cause Criteria: L1-L12,FINAL National Cause Criteria: L1-L12,L1,L2,L3,L4,L5a,L5b,L6a,L6b,L6c,L7a,L7b,L8,L9,L10,L11,L12,"PBR 
Value","Gear 
Type",Trailing?
ATL,19-Aug-00,WW rept; small whale (juvenile or calf) w/ net around tail trailing ~20' behind flukes; could not relocate it,EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,25-Aug-00,WW rept; 35-38ft humpback w/ line running through mouth to multiple wraps around peduncle & trailing ~4' beyond flukes; Wraps likely to become constricting as animal grows. some scarring on back & tail stock and cyamids present on flanks. Disentangled.,EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,6-Sep-00,"Dependent calf. line coming from forward of right flipper & over the back, anterior to dorsal fin (poss a complete body wrap); tangle of line & seaweed on left flank; mouth is likely attachment point, but can't confirm; Calf of Giraffe, mother too protective to get close enough to disentangle. Still entangled @ last sighting on 9/12/00, no resights.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,-
ATL,18-Sep-00,"860 cm, code 4, male; rather deep rope lacerations (8-10cm) with necrotic edges on the leading edges of flukes and ventral peduncle",EN,MT,Dead,-,0,M,L2,L2,,2,,,,,,,,,,,,,,,1,,-
ATL,7-Oct-00,"Dependent calf. Washed up on 10/8/00 20ft, unknown gender. Very decomposed.  White horizontal scar on flukes. After the skeleton was cleaned a bundle of 3.5 inch mesh net about 13 by 22 cm was found in the blowhole area of the skull.  This was not visible before cleaning.  This portion of net had apparently been inhaled by the whale, presumably causing suffocation, then later the net apparently could not be pulled out, so it was cut away as close to the blowhole as possible.  When the skeleton was salvaged, none of the net was visible outside of the blowhole, and this area of skin around the blowhole was left intact. Full extent of entanglement unknown due to state of decomp. No evidence of skeletal injury. COD = obstruction of nares by netting likely interfered with respiration + prevented complete closure of nares, therefore aspiration of seawater. Skeleton, missing left scapula, both pelvic bones, and left zygomatic bone, salvaged on 10/9",EN,MT,Dead,-,0,F,L1,L1,1,,,,,,,,,,,,,,,,1,,-
ATL,14-Oct-00,"f/v rept; 30-35' whale, free-swimming w/ line across back from forward right side (possible mouth attachment). 4 small oval buoys & netting on back, forward of dorsal fin. Wraps on the peduncle leading to possible weight. Line across back & dorsal chaffing & cutting in in places. 2' long gash along right side, forward of dorsal. No resights",EN,SI,Unknown,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,20-Oct-00,Line over head & through mouth w/ several tight wraps around peduncle & left fluke (hogtied) w/ ~80' trailing line. Blood observed along 3' of peduncle. Lethargic behavior. Not relocated.,EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,1
ATL,16-Nov-00,"rec boat rept; Probable juvenile Humpback, badly entangled with multiple body wraps w/ lots of gear trailing, rept as gillnet.  Restricted swimming, possibly anchored, blood on whale noted. Not relocated",EN,SI,Unknown,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,,1
ATL,21-Nov-00,"f/v rept whale in his gear; 30ft, entangled in gillnet attached to and towing vessel.  Netting on head and peduncle. Partial disentanglement - gear still on peduncle, head involvement unknown. Telemetry buoy attached - came off on 11/23 & never retrieved",EN,PR,Unknown,Partial,0,M,L2,L10,,1,,,,,,,,,,,,1,,,0.75,,-
ATL,25-Jan-01,Carcass with flukes severed at mid-peduncle. Necropsied on 1/28. Vertebra was sliced cleanly and fractured. Hemorrhaging also found posterior to left eye and dorsal & posterior to left pectoral. Suspect blunt vessel strike to left thoracic followed by acute trauma severing flukes. Propeller diameter estimated to be at least 1m in radius.,VS,MT,Dead,-,0,M,"L5a, L12","L5a, L12",,,,,1,,,,,,,,,,,1,1,,-
ATL,12-Feb-01,"F/V rept entangled by flukes in gillnet for approximately 1 hour.  Whale breached, freed itself, and swam away. F/V returned to fishing net, indicating no damage/gear lost.",EN,NS,Unknown,Shed Gear,0,M,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,7-Apr-01,Severely emaciated. Edema & deep muscle & connective tissue tearing associated with healed entanglement marks on peduncle and leading edges. Suspect prior entanglement affected ability to successfully forage.,EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,8-Apr-01,"EN RESULTS: Stranded live, severely emaciated, w/ signs of premortem EN & VS. Evidence of chronic EN = constricting wraps @ fluke insertion caused a pair of deep lacerations that were necrotic. Cyamids in wounds & diffuse across back. COD = starvation due to debilitating propeller & entanglement wounds",EN,SI,Decline,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,8-Apr-01,"VS RESULTS: Stranded live, severely emaciated w/ signs of premortem EN & VS. Strike severed left flipper; 7 prop lacerations on peduncle & 3 on left flipper. Some of lacerations deep & necrotic w/ others healed. Cyamids filled all wounds & were scattered across back. No stomach contents. COD = starvation due to debilitating propeller and entanglement wounds.",VS,MT,Dead,-,0,M,L5a,L5a,,,,,1,,,,,,,,,,,,1,,-
ATL,8-Apr-01,"Entangled in one set of netting that became anchored in another set of netting. Necropsy results indicate wraps around rostrum immobilized the skull and caused damage to epaxial muscles, atlas/condyle joint, and spinal cord fracture. IE broke it's neck. Skeleton recovered 1 month later. On display in Gloucester, MA",EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,21-Jul-01,"free-swimming with line over head and caught on pectorals, dragging orange poly ball - full configuration unknown.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,25-Jul-01,"free-swimming w/ line through mouth trailing along both sides with no wraps; shed gear; Scarring indicates entanglement was more severe at one point w/ constricting wraps of lower jaw & peduncle; Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L3,L3,,,1,,,,,,,,,,,,,,0,,1
ATL,28-Jul-01,"High speed ""cat"" ferry, trained observer rept; Spotted by high speed ferry at 40 knots. Saw buoy midway between blowhole & dorsal fin - attachment point(s) and configuration unknown.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,-
ATL,29-Jul-01,"Towed to Pt. Caven, NJ.  Necropsied on 7/30/01. Laceration to left side of head w/ extensive fractures w/ associated hemorrhage",VS,MT,Dead,-,0,M,L5a,L5a,,,,,1,,,,,,,,,,,,1,,-
ATL,15-Aug-01,"Whale was free-swimming, trailing 75ft of line and buoy from flukes. Configuration unknown. Disentangled, resights healthy",EN,NS,Recovered,Disentangled,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,,1
ATL,20-Aug-01,"Monofilament noted on right fluke blade, attachment point(s) & full configuration unknown. Entanglement may have been witnessed. Healthy resights until entanglements in 2003, 2011 (2x), & 2012. Successfully reproductive",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,,1
ATL,25-Aug-01,"Event added 2014. Dependent Calf observed with fresh wound on flank, surrounded by blue paint indicating VS. Paint wore off by that afternoon. Injury is low on flank, therefore typically below waterline. Does not appear deep. Sighted earlier that day and the day prior but that area not visible. Resights indicate healing.",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,,1
ATL,17-Sep-01,"Free-swimming w/ line through mouth & wrapping left flipper. @ least 2 tight body wraps. Line trailing down both sides, twists together aft of flukes & trails 150ft to tangle. Resighted 9/23/01, disentangled. Small pieces of line remain, expect to shed. Determined that line had cut into left flipper insertion but no documentation of how deep. No resights",EN,NS,Unknown,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,,1
ATL,1-Oct-01,"37ft, 2 yr old, female. Skull and right mandible badly broken with associated hemorrhaging - consistent with blunt force trauma. Outside of carcass looked fresh but ribs and vertebra floating loose on inside from intense internal heat. Missing hyoids. The baleen was left with the skeleton and decomposed into the individual plates. ",VS,MT,Dead,-,0,F,L12,L12,,,,,,,,,,,,,,,,1,1,,-
ATL,4-Oct-01,"Animal came up under the keel of the vessel, no prop wounds seen, just a red abrasion 1.5 ft long, by 1 inch wide just anterior to dorsal fin on the dorsal surface. 115' @ 11.7 kts. Observed for 20 minutes, apparent normal behavior. Healthy resights.",VS,NS,Recovered,-,0,F,L6a,L6a,,,,,,,1,,,,,,,,,,0,,-
ATL,28-Dec-01,"Unconfirmed report of whale entangled in beach-set gillnet gear.  Reporter observed Pr. Humpback (long white flippers 35-40 ft) swim into gear. Multiple wraps around the head & flippers, buoy trailing 70 ft. Full configuration unknown, unclear if wraps loose or constricting. Aerial survey following day did not resight.",EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,8-Feb-02,Carcass came ashore 2/9/02.  Had 3 deep propeller-like gashes: left anterior dorsal w/ assoc hemorrhage; left posterior dorsal w/ crushed vertebrae & hemorrhage; @ keel w/ crushed vertebrae & hemorrage; robust animal,VS,MT,Dead,-,0,M,L5a,L5a,,,,,1,,,,,,,,,,,,1,,-
ATL,14-Mar-02,Whale was anchored in gear. disentangled on 3/15 -- likely that all gear was removed.,EN,NS,Unknown,Disentangled,0,M,L2,L2,,1,,,,,,,,,,,,,,,0,,-
ATL,2-Apr-02,F/V rept to USCG; Whale was anchored in gear; constricting wrap(s) on tail stock.  Disentangled on 4/5/02. Gear owner interview says gear set 3/31/02,EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,,-
ATL,31-May-02,F/V rept; free-swimming with green line wrapped 2-3x around peduncle & trails 50-60 ft. Unclear if wraps loose or constricting. Fisherman and RI state officials attempted to stand by but whale was lost in fog.,EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,3-Jun-02,"Anchored by line going through mouth: exiting left mouth & ending @ buoy, exiting right mouth & ending @ 6 single lobster traps (5 different gear owners). Reported as thin. Disentangled - left with short piece of line in mouth, expect to shed.  Whale found dead on Richmond Island ME on 6/7/02  Samples collected, but no necropsy. Carcass had evidence of constricting line on peduncle & rostrum",EN,MT,Dead,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,1,,-
ATL,17-Jun-02,"Free-swimming w/ 20-30 wraps of heavy line around each fluke blade leading to a large, tangled mass of line beneath & aft of flukes. Deformed tail - twisted & was vertical rather than horizontal (similar to Tiara). Emaciated. Disentangled - all line removed except for a small bit still embedded in one leading edge. No resights",EN,SI,Decline,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,1,,-
ATL,29-Jun-02,"Rept free-swimming w/ blue-green line that shifts between crossing over rostrum and back. WW vessels stood by, CCS responded but whale lost in fog. Resighted on 7/12 - line across back gone, but reported to have line trailing along left side. Seen in 2003 with no gear visible.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,,1
ATL,8-Jul-02,"Unconfirmed report w/ description consistent w/ humpback (bumps on head, bumps between dorsal & tail). Free-swimming w/ rolled blue netting across the back and forward of dorsal fin. Full configuration unkonwn. Report came in too late in the day for any action (20:20).",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,-
ATL,1-Aug-02,"Fresh dead juvenile male. Necropsy occurred several days later when whale beached.  Bruising along dorsal surface. Histology was inconclusive. boat collision. Level A data suggests that ship collision was the COD. Hemorrhaging noted posterior to blowhole, extending to axilla region b/t left and right pectoral flippers. Stomach and intestines full of krill. Biopsy at site of hemorrhage was found to be non-diagnostic due to severe autolysis. Still waiting for necropsy report - may alter determination. COD due to blunt force trauma most parsimonious.",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,,-
ATL,4-Aug-02,Lactating female. Free-swimming. Capt described embedded left pectoral wrap. WW attempted to disentangle (unauthorized disentanglement) - rept removed 300' of line (gave away to unknown person) leaving 20' of embedded wrap with remaining configuration unknown  **Subsequent sightings indicate gear free & healthy (need to confirm reproductively successful) -  Jan2018,EN,NS,Recovered,"Partial, 
Shed Gear",1,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,9-Aug-02,"Single loop through mouth, one end tied back to itself on whale's back posterior to blowholes, other end runs over right flipper to unknown weight suspended below. Unsuccessful tagging attempt. Resighted on Stellwagen on 8/16/02. Whale still carrying a heavy suspended weight from the right flipper - animal consistently rolling to right as it dove. Resighted gear free 5/5/03, healthy resights, reproductively successful.",EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,10-Aug-02,"free-swimming with heavy monofilament line in a tight body wrap forward of the flippers. Animal lost, no response made.",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,26-Aug-02,"small humpback in lobster gear.  2 buoys w/ line across back and head. Five minutes after the initial call, they called to say the whale had freed itself.  verified species and that whale was free of gear.",EN,NS,Unknown,Shed Gear,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,5-Sep-02,"Small HUWH found in herring weir, fisherman removed top poles and dropped top twine of weir on 9/7.  Whale swam out on its own during the night of Sept 8/9.",ET,NS,Unknown,Released,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,9-Sep-02,Fisherman reported whale anchored in his own lobster gear. Constricting line wrapping rostrum and through mouth leading to anchoring gear. Disentangled on 9/10/02,EN,NS,Unknown,Disentangled,0,M,L2,L2,,1,,,,,,,,,,,,,,,0,,-
ATL,21-Sep-02,"F/V rept; Free-swimming w/ line coming out of mouth. Full configuration unknown. No one stood by, no response mounted",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,-
ATL,28-Sep-02,"Loose loop of line over and around right fluke trailing a few feet. Buoy near right flipper but attachment point unknown. No response due to limited daylight.  Next day sighted animal, free of gear. Evidence of recent VS as well.",EN,NS,Unknown,Shed Gear,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,,1
ATL,28-Sep-02,"VS RESULTS: injuries consistent with vessel strike. Some already healed. Damaged dorsal fin, potentially deep laceration to peduncle, and minor lacerations + one deep laceration from right mid-fluke blade to tip. Resighted on 9/29 & 11/04 with indications of healing, but animal appears emaciated and no resights. Also entangled, but shed gear.",VS,SI,Decline,-,0,F,L5a,L5a,,,,,1,,,,,,,,,,,,1,,-
ATL,1-Oct-02,"Dependent calf. 25ft yearling female carcass anchored in gear.  By the time response was mounted, carcass was found floating without gear.  Carcass washed up on 10/2 at Race Point. Gear impressions indicated 2 ropes, originating left mouth, wrapped around the body @ least 12x between blowhole and fluke base, forming a constricting criss cross pattern along caudal back. Another line ran from right mouth & wrapped right pectoral insertion. Both flippers pinned to body. Some large areas of superficial bruising indicated intense strain against line. Drowning = most likely COD but evidence that hyperthermia also played a role. Salvaged on 10/3. The entire skeleton, missing one stylohyoid, was salvaged . Both racks of baleen were saved. When the skeleton was cleaned, three ribs were found to have been broken and healed.",EN,MT,Dead,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,4-Oct-02,"observed whale next to gill net, acting abnormally. When whale lunged up out of the water, they noticed a green line across it’s back.  When the whale dove, the high flyer disappeared under the water.  Then, buoy surfaced and whale was not seen again. Gear was examined and found to be intact and undamaged.",EN,NS,Unknown,Shed Gear,0,M,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,10-Oct-02,"Free-swimming with line on tail. Some trailing gear removed by CAN CG, but attachment point and final configuration unknown. No resights",EN,PR,Unknown,Partial,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,18-Oct-02,"24 ft female dependent calf, Stranded live, attempts to refloat unsuccessful. Died @ 1900. Necropsy conducted on 10/19. COD=unknown, but no indication of HI. Histo reports animal has been in contact with cetacean morbillvirus. Because it was so fresh, many tissue samples were taken. 2017 review confirmed evidence of subacute entanglement with associated hemorrhaging. Review states likelihood that EN debilitated whale and contributed to stranding event is moderate to high. - 30Jan2020 ",EN,MT,Dead,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,20-Nov-02,"Commercial F/V reported whale in his pot gear. Restricted movement, possibly anchored, line through mouth and wrapping rostrum. Line wrapped at least one flipper and looped once around tail. F/V disentangled whale.",EN,NS,Unknown,Disentangled,0,M,L2,L2,,1,,,,,,,,,,,,,,,0,,-
ATL,13-Feb-03,2 strands of monofilament on dorsal side of fluke attachment point(s) and full configuration unkonwn. Discovered during photo analysis 18 months later. Seen the day before w/ no gear. Resighted gear free & healthy.,EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,,1
ATL,5-May-03,"New, healing lacerations across dorsal fin. Seen pre-injury on 4/16/02.  Whale somewhat thin, possibly due to time of year. Healthy resights until entanglement in 2005 (disentangled/gear shed). Successfully reproductive, healthy resights",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,,-
ATL,27-May-03,Entrapped in weir. Escaped before tide dropped,ET,NS,Unknown,Self Release,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,6-Jun-03,"Necropsy by VMSM showed probably ship strike injury (blunt trauma to lower jaw, right mandible shattered, left mandible broken and associated muscle hemorrhaging documented) Obvious evidence of entanglement (both fresh and healed) noted around flukes and peduncle.",VS,MT,Dead,-,0,M,"L5a, L12","L5a, L12",,,,,1,,,,,,,,,,,1,1,,-
ATL,6-Jun-03,"Necropsy by VMSM showed probably ship strike injury (major trauma to lower jaw, right mandible shattered, left mandible broken and associated muscle hemorrhaging documented) Obvious evidence of entanglement (both fresh and healed) noted around flukes and peduncle.",EN,NS,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,23-Jun-03,"Lactating female, free-swimming w/ line through mouth. Line exiting left mouthline leads to surface system 40ft beyond flukes. Line exiting right mouthline trails to heavy gear. Disentangled on 6/24/03 - small amount of gear may remain on whale but is likely to shed. Emaciated - though this may be due more to northern migration w/ nursing calf. Interviewed gear owner - gear set lost in early June.",EN,NS,Unknown,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,,1
ATL,1-Jul-03,"FV rept; free-swimming w/ simple loop at flukes leading back to a tangle of line. Line cutting into leading edges of flukes a bit and animal appears a little thin, but not emaciated. Disentangled. No resights. Gear recovered line and trawl can that do not appear to be from commercial fixed fishing gear",EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,3-Jul-03,"Line through mouth passing under pectorals. Line from right flipper crosses over peduncle and under left fluke. Line from left flipper crosses over dorsal side of left fluke. Twist together & end 30ft @ tangle of line & 2 poly balls. Partial disentanglement on 7/9/03 - telemetry attached. Disentangled on  7/10/03. Poor health - sloughing skin, some cyamids, and thin. Photos from 7/10/03 show line had been cutting into left pectoral insertion. Healthy resights",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,9-Jul-03,"Dependent Calf with mother, only calf is entangled.  Whales do not appear to be in distress. Entanglement described as ""at least two wraps of rope around tail stock and possibly more than 100 fathoms of tangled rope and a high flyer trailing. Unable to confirm if wraps constricting or likely to become so since it's a calf; no resights",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,11-Jul-03,"entanglement with no visible injuries and behaving normally.  Entanglement reported as red rope crossing the whales back aft of the flippers. No trailing line, unknown attachment point(s).  Disentanglement team ready to respond but whale lost as weather deteriorated (fog, increased swells, zero visibility), seen multiple times around 30july03 gear-free by several naturalists (photos as well).",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,,-
ATL,12-Jul-03,"Whale visually tracked from shore until lost sight at 15:45.  Gear described as a buoy near the head with trailing gear that includes a log, but unable to confirm.  Swimming slowly, apparently not anchored",EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,14-Jul-03,Embedded peduncle wraps (2 diff types of rope) - 1 formed a loop & 1 formed a tight knot - join together 10ft aft of flukes. Disentangled. Healthy resights. Successfully reproductive,EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,,1
ATL,24-Jul-03,"Free-swimming with 100ft of heavy line trailing aft of flukes, unknown attachment point(s) and configuration. Team attached a telemetry buoy and left scene. Buoy was almost immediately detached from whale and found by passing boater.",EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,8-Aug-03,"Fishing vessel reported free-swimming whale with single line through mouth leading back to a buoy trailing 30 ft behind flukes, no other lines noted. Full configuration unknown.  Fishing vessel stood by for 1.5 hrs until forced to leave the scene due to family emergency back on land.  USCG unable to relieve fishing vessel in time.  Increasing fog significantly limiting visibility.  Meanwhile CCS was traveling overland, arriving in Chatham at 15:15.  At this point CCS and the Chatham harbormaster decided the disentanglement response should be aborted, due to the extremely low chance of relocating the whale due to very poor visibility and the 1 hr length of time since the fishing boat was last with the whale. Unable to confirm if this is the same whale as reported on 8/14/03.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,14-Aug-03,Tuna spotter reported. Line through mouth and trailing. Full configuration unknown. Not relocated. No photos and unable to confirm if resight of 8/8/03 animal,EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,15-Aug-03,"Carcass of dependent calf anchored in gear. relocated whale on 08/17 and photo documented, removed gear and vhf tagged for recovery of carcass. Necropsied",EN,MT,Dead,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,16-Aug-03,"WW rept; free-swimming w/ heavy gear. Embedded line in peduncle & fluke blades at insertion & notch. 6+ lengths of line lead to anchor system & surface system trailed ~300ft. Animal in poor condition - thin with numerous cyamids on body. Partial disentanglement - removed ~ 300 ft of gear, but unable to remove most deeply embedded line in tail stock.  Unknown amount of gear trailing and hanging underwater. Telemetry attached but never transmitted (suspect heavy trailing gear holding VHF below water).  Sat buoy determined to be adrift as of 9/28 was never recovered. Animal never resighted. ID based on dorsal fin, but not 100% positive.",EN,SI,Decline,Partial,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,1
ATL,18-Aug-03,"Reported one day later, therefore no response.  Photos show 2-3 buoys trailing a few feet behind and apparent attachment to right flipper. Line of unknown length trailing over left fluke w/ unknown attachment point.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,,1
ATL,19-Aug-03,"Entanglement reported as originating as an entanglement of the flipper(s), which are pinned to the body with both netting + rope.  There is also netting and rope wrapping the back. WW vessel unable to stand by.  Disentanglement to scene on boat, Fuji blimp assisting with tracking of whale. Team removed significant amounts of rope + monofilament netting from whale, some gear still remains but both flippers can now move freely.  Blimp had to return to shore to refuel.  D. team unable to attach telemetry buoy, and incoming darkness brought disentanglement effort to a close. Resighted gear free on 9/1/03",EN,NS,Recovered,Partial,1,F,L2,L3,,1,1,,,,,,,,,,,,,,0,,1
ATL,27-Aug-03,"Juvenile, emaciated, breached 2x - only visible gear = single knotted line deeply embedded in tailstock. DFO reports resights over next few days indicate gear free, but no documentation of original sighting or resights to confirm or determine health status.",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,,-
ATL,29-Aug-03,"Free-swimming w/ constricting wrap over head/blowholes plus trailing line, buoy, and anchor. Partial disentanglement - removed some of trailing gear and anchor. Attached telemetry buoy. Telemetry buoy + some gear recovered 9/8/03. Confimed gear free 10/7/03.",EN,NS,Unknown,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,,1
ATL,3-Sep-03,"Reported to have a single wrap of line around the peduncle and trailing a high flyer and balloon, possibly anchored.  USCG to scene with disentanglement gear, able to disentangle from the ww vessel because the whale remained calm next to that boat.  Able to cut line, and collected gear.",EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,,-
ATL,7-Sep-03,Juvenile with gear through mouth leading to weighted gear. Disentangled,EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,,-
