Region,Case 1st Observed Date,Narrative,CAUSE,DETERMINED FATE,Health status,DISENTANGLEMENT STATUS,"Seen 
1yr+","Breeding, Feeding, Migratory corridor, or Other?",INITIAL  National Cause Criteria: L1-L12,FINAL National Cause Criteria: L1-L12,L1,L2,L3,L4,L5a,L5b,L6a,L6b,L6c,L7a,L7b,L8,L9,L10,L11,L12,"PBR 
Value","Gear 
Type",Trailing?
ATL,29-Jan-01,"event added 2014. Lactating female. 2 sets of new, superficial lacerations - one set diagonally across back from R pectoral to L flank w/ assoc skeg mark, one set curving from mid R flank to fluke notch. Seen 3 days prior off FL with no injuries. Not reproductively successful after injury, though this calf survived. Found dead 01/09/05 with unk COD. classify as 3-10cm deep & vessel 40-65ft",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,17-Mar-01,"Dependent calf. 5 large lacerations from mid-left to mid-right dorsum. 50cm spacing & penetrating up to 70cm into hemorrhagic tissue. 2 lacerations penetrated abdominal cavity. Vertebral fractures associated w/ lacerations. Necropsied.  ""vessel collision"". classify >10cm & vessel >65ft.",VS,MT,Dead,-,0,M,"L5a, L7a",-,,,,,1,,,,,1,,,,,,,1,-,-
ATL,8-Jun-01,"single embedded rostrum line exiting both sides of mouth, necrotic tissue around line; multiple unsuccessful disentanglement & sedation attempts; severe health decline; telemetry ceased transmitting on 9/16/01, presume died & immediately sank since so emaciated",EN,SI,Decline,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,1
ATL,18-Jun-01,"Dependent calf. 12 lacerations from mid-rostrum to mid-back. Lacerations cut blowhole and cut through frontal & nasal bones. Hemorrhage evident at wound sites. Necropsied, cause of death: vessel strike with propellar wounds. ""vessel collision"". classify >10cm & vessel >65ft.",VS,MT,Dead,-,0,M,"L5a, L7a",-,,,,,1,,,,,1,,,,,,,1,-,-
ATL,20-Jul-01,"Single constricting rostrum wrap, line exiting right mouthline leads to balloon float (right flipper not involved), left mouthline & flipper involvement unknown; Partial disentanglement on 7/20/01 - remaining gear = small bit of rope left in wound and in baleen; resight on 7/28/01 shows limited gear left at mouth was no longer embedded, just draped, healing evident, more diving noted. Shed remaining gear & resights healthy. Gear owner interview - gear set 1/7/01 & lost late Jan 2001",EN,NS,Recovered,"Partial, 
Shed Gear",1,F,L2,L3,,1,1,,,,,,,,,,,,,,0,Pot/trap,-
ATL,13-Sep-01,"red line from left mouth or flipper trailing to leading edge of flukes. No wraps seen, but attachment point & full configuration unknown. Behavior during most recent sightings prior to entanglement (7/25-8/12) suggests may have been entangled at that time, but no gear seen. Declared gear free in 2007; healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,25-Oct-01,"anchored w/ twisted lines entered mouth @ rostrum, exited both sides; left line passed over flipper & under chest to right flipper; right line wrapped pectoral multiple times then led to peduncle wraps; all wraps constricting - laceration from right mouthline to left flipper & deep encircling wound around fluke base all appear pre-mortem. COD likely asphyxiation due to drowning due to involvement of all appendages + mouth.",EN,MT,Dead,-,0,F,L2,-,,1,,,,,,,,,,,,,,,1,-,-
ATL,12-Feb-02,"Constricting rostrum wraps; lines exiting both sides of mouth forming loose loop and trailing gear; Full configuration unknown; Telemetry buoy attached on 4/17/02, came adrift 4/18/02. Whale shed all gear except for constricting rostrum wraps. Health decline in Mar 2002, but improved & robust through last sighting in 2005. Found dead on 3/25/07. Constricting wrap on rostrum, but robust with no signs of decline. No necropsy so could not rule out VS.",EN,NS,Recovered,Partial,1,B,L2,L2,,1,,,,,,,,,,,,,,,0,-,-
ATL,7-Apr-02,"Yearling w/ complex and changing entanglement w/ flipper involvement unclear. Eventually became constricting rostrum, head & peduncle wraps. Resighted multiple times in 2002 & 2003. Health decline until  partial disentanglement on 8/24/02. Remaining configuration included loose loops through mouth. Eventually shed remaining gear and resights healthy until new entanglement in 2010.",EN,NS,Recovered,"Partial,
Shed Gear",1,M,L2,L3,,1,1,,,,,,,,,,,,,,0,Pot/trap,1
ATL,6-Jul-02,"11m female yearling. Single embedded line in ventral & lateral aspects tailstock leading to a buoy and tangle of lines at fluke notch. q disentangled on 9/1/02 in Bay of Fundy.  Health decline throughout and post disentanglement. Stranded dead on Nantucket on 10/12/02. Examined 10/13 & 10/14.  Laceration depth =15-19cm laterally & 5cm ventrally. Ventral laceration had severed a pair of large, superficial arteries. Scar tissue had formed in arteries, occluding the vessels. Emaciated with heavy cyamids. COD=peduncle laceration lead to impaired thermoregulation & severe hemorrhage.  Salvaged 10 ribs one nasal bone and a small fragment of cranium from the base of the nasal bones.",EN,MT,Dead,Disentangled,0,F,L2,-,,1,,,,,,,,,,,,,,,1,Pot/trap,-
ATL,12-Jul-02,"Whale was first reported by boater in early AM; constricting line caught in mouthline @ rostrum tip, lines exit left mouth; no other wraps; baleen sticking out of mouth;  attached telemetry buoy & removed > 200 ft of line; Telemetry buoy removed by boater; health decline throughout; Confirmed gear free on 3/26/05; resights healthy. Sighted occasionally in subsequent years with only the left side of its mouth open. Suspect behavior is due to damaged baleen, but healthy and also sighted with mouth closed.",EN,NS,Recovered,"Partial, 
Shed Gear",1,M,L2,L2,,1,,,,,,,,,,,,,,,0,-,1
ATL,4-Aug-02,"Green line around rostrum trailing past flippers and flukes without wrapping either.  Sighted free of gear just two days prior (8/2/02). Multiple resights + a few unsuccessful tagging attempts during 2003-2006. Gear shifted throughout, with one rostrum wrap becoming constricting & weaving through baleen. Confirmed gear free on 4/14/06. Healthy resights successfully reproductive. Died in 2015 - unk COD",EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,1
ATL,10-Aug-02,"8/10 rept w/ line over fluke. 8/24 rept 1-2 rostrum wraps w/ some line exiting right mouth, full configuration unknown. 9/17 seen free of gear in BOF.  The initial sighting and sighting on 8/24 were assumed to be the same whale based on proximity and description of the entanglement. Healthy resights, reproductively successful. tight rostrum wraps, but conflicts with narrative on  site and images doesn't look constricting",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,-
ATL,22-Aug-02,"tight rostrum wrap, tight body wrap @ level of flippers, & mid-body wrap. Body gray in color. Biopsied for genetics and stress. No resights.",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,22-Aug-02,"Large cut along back, through blubber, into muscle. Small bone chip associated w/ laceration. Additional broken vertebrae in peduncle region with evidence of healing - likely from a separate event. COD=unknown, but probable VS.  classify >10cm & unable to determine vessel size.",VS,MT,Dead,-,0,M,L5a,-,,,,,1,,,,,,,,,,,,1,-,-
ATL,28-Aug-02,2 embedded rostrum wraps with no trailing line visible. Images and information not posted until 11/18/03 of this sighting which is 2 days prior to first report of the entanglement. Trailing line present during this sighting and not in subsequent sightings. Gray skin observed during subsequent sighting thru 2005. No resights post Aug 2005. Presumed dead in 2011,EN,SI,Unknown,-,1,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,25-Sep-02,"event added 2014; 4-5 healed lacerations along right flank. Unknown when acquired since injured area is not always visible in photographs. Sighted annually since 1994. Successfully reproductive, healthy resights. classify 3-10cm & unable to determine vessel size",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,14-Jan-03,"single line through mouth with one end trailing ~50ft behind flukes with no wraps seen.  On 5/15/03 aerial survey documented the whale having shed the gear. Injuries at fluke insertions never fully healed; Health fluctuated thru its last sighting in 2005. Initially severe health decline, but health continually improved through it's last sighting in March 2005. presumed dead in 2011. improved health, but assessment in  case studies implies poor condition throughout remaining sightings. Agree that never completely healed, and that health improved throughout, but still had cyamids, rake marks & sloughing skin @ last sighting in 2005. Consider L5a since laceration from entanglement @ fluke insertion never fully healed so major artery was potentially compromised?",EN,SI,Unknown,Shed Gear,1,B,"L3, L5a?","L3, L5a?",,,1,,?,,,,,,,,,,,,1,-,1
ATL,26-Jan-03,"Dependent calf.  Photos, at least six distinct prop marks.  Amy Knowlton estimates the calf was hit by small, fast moving recreational vessel. Reproductively successful & healthy resights. classify <3cm & unable to determine vessel size",VS,NS,Recovered,-,1,B,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,6-Mar-03,"Severe new entanglement scars consistent with constricting wraps but no gear present.  Severe scars on tail, ped, and head.  Patches of cyamids and appeared to be in poor health. No resights. Presumed dead in 2009.",EN,SI,Decline,-,0,B,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,20-May-03,"2 lines exiting left mouth and crossing over rostrum and angle down to right flipper with gear trailing. 1 line loose & 1 tight. Unable to confirm flipper involvement but forward wrap appears constricting. Poor skin condition. Resighted on 6/7/03, no longer any trailing gear. Slight improvement in skin condition, but rake marks still present. No resights.",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,31-May-03,"sighted w/ series of superficial, healed lacerations along right flank w/ skeg mark curving down posterior back & peduncle; healthy resights; reproductively successful. classify <3cm & vessel 16-65ft",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,9-Jul-03,"constricting line at insertion & tightly wrapping both fluke blades leading to twisted line & 1 pot; embedded heavy gauge monofilament netting wrapping peduncle; poor condition - discolored skin, slow movement, lethargic, did not avoid approach.  Disentangled same day by Campobello team. Heavy monofilament = primary entanglement (embedded & difficult to release). Lobster buoy line = secondary entanglement (easily cut and dropped off animal). Lobster gear was set approx 100 nm W along the coast of disentanglement site in ME state waters in May. Unsure when the gear was lost. Healthy resights.",EN,NS,Recovered,Disentangled,1,F,L2,-,,1,,,,,,,,,,,,,,,0,"Monofilament, 
Pot/trap",-
ATL,14-Aug-03,Event added 3/27/14. Dependent calf sighted with 2 deep lacerations to right flank. Healing. Seen 3/14 off GA with no injuries. Healthy resights until new vessel strike event in 2005. classify >10cm & unable to determine vessel size,VS,NS,Recovered,-,1,F,L5a,L5a,,,,,1,,,,,,,,,,,,0,-,-
ATL,25-Aug-03,"Sgear trailing w/ 2 buoys & submerged white object, full configuration unknown. No response mounted. No resights.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,1,-,1
ATL,2-Oct-03,"Carcass floating a few miles offshore of Digby. Resighted carcass 10/4 by aerial survey.  dragger to tow carcass to shore for necropsy.  Necropsy performed 10/5 + 10/6 and examination showed signs consistent with pre-mortem ship strike, including a large fracture starting at the base of the skill to the left side of the midline.   Fractures also present to the left side of the vomer and the right mandible.  Histo taken. **Mandibular fracture showed evidence of healing on order of weeks, but skull fracture & hemorrhage more acute indicating 2 seperate blunt force trauma events. Estimate 2 weeks between time of death and initial report of carcass. Hindcast indicates likely struck by vessel at mouth of the Bay of Fundy",VS,MT,Dead,-,0,F,L12,-,,,,,,,,,,,,,,,,1,1,-,-
ATL,1-Jan-04,"Lifeguard reported whale right off beach on 1/8, first reported as 'breathing'  but the following day the whale was reported as 'motionless.'  whale alive, appeared to be moving well, skin color black (not grey).  Unknown if injury is recent or healed. Photo analysis reveal first sighted w/ injury (healing) on 1/1/04 (first ever sighting). Involved in a separate entrapment event in 2006. classify >10cm & unable to determine vessel size. Healthy resights, reproductively successful. Died in 2019 - COD = VS",VS,NS,Recovered,-,1,B,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,7-Feb-04,"Carcass floating, very bloated, skin present, healed entanglement scars, part of right fluke missing, white spot on ventral side of left fluke.  While stranding network was on scene a wave passed by and caused carcass to rupture, expelling the fetus (male, 10-15ft long).  Crew retrieved fetus and tied both carcasses off to a buoy. 2/10/04 Carcasses landed in Bodie Island, North Carolina for full necropsies (2/11/04) and skeleton salvaged. Severe subdermal bruising dorsally & ventrally; ears and rostrum fractured. **Proximate COD = blunt trauma, Ultimate COD =  blunt trauma & hemorrhage from associated oral rete laceration - 03/04/19 ",VS,MT,Dead,-,0,M,L12,-,,,,,,,,,,,,,,,,1,1,-,-
ATL,17-Mar-04,"Vessel reported an entangled whale to USCG. 3 tight body wraps, multiple constricting wraps on both flippers, high-flyer strapped to chest.  A telemetry buoy was attached to the trailing gear.  Whale was relocated 3/18 and 3/19 and disentanglement efforts were made each day - a few cuts were made & a small amount of gear recovered. Whale was tracked by telemetry until 4/2 when a well meaning fishing capt removed the buoy; Resighted 1/11/05 having shed all gear except for multiple constricting right pectoral wraps. Numerous resights over the next 10 yr+ indicate healthy despite consticting gear",EN,NS,Recovered,Partial,1,B,L2,L2,,1,,,,,,,,,,,,,,,0,"unknown, 
Pot/trap",-
ATL,25-Apr-04,"entangled right whale mother with new calf.  Confirmed known scarring. Sighting history indicates a evidence of constriction on rostrum, body, and insertion of left pectoral - event occurred between 9/21/03 & 4/25/04. No gear present. Healthy resights, reproductively successful.",EN,NS,Recovered,-,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,-
ATL,6-Sep-04,"free swimming with line wrapping over head from right mouthline to left flipper. Disentanglement attempt on 9/29/04 unsuccessful. Left flipper white + loss of pigmentation extending onto the body of the whale indicating a severe constriction. Health decline throughout - emaciated, diffuse cyamid coverage, poor skin condition. Carcass found dead in March of 2005 at Ship Shoal Island, VA. Necropsy conducted. 2 lines originated left baleen, exit right mouth, passed dorsally over blowhole, ending at multiple constricting wraps of left flipper. Flipper wraps caused bone damage & loss of blood distal limb. Embedded kine over blowhole caused 6cm deep by 42cm long laceration across left nare. Gear not on flipper @ stranding, suspect COD=acute due to rapid release of pressure on left flipper & subsequent hemorrage. 2016 - baleen hormone analysis indicates June/July 2004 as date of EN based on T3 levels & in GOM based on carbon & nitrogen isotope. **Proximate COD = chronic entanglement, Ultimate COD = nutritional, acute end stage crisis",EN,MT,Dead,-,0,F,L2,-,,1,,,,,,,,,,,,,,,1,-,-
ATL,17-Nov-04,"A Navy Amphibious Assault Ship reported a whale strike @ 1046. A report was received  the same day of an injured whale (probable humpback). The whale was moving slowly but steadily toward the ESE. It appeared to have a fresh wound to the fluke with a large portion missing and bleeding. On 11/24 a Code 3 Right whale washed ashore at Ocean Sands, NC with portions of fluke missing.  Necropsied on 11/25/04.  This is a female RW with a r term fetus. Though there are no photos from the 11/17 sightings, drift models and expert opinion support that this carcass is the struck animal. 844 ft @ unk speed (cruising = 22 kts)  **Proximate COD = sharp vessel trauma, Ultimate COD = hemorrhage, hypovolemic shock",VS,MT,Dead,-,0,M,"L5a, L7a",-,,,,,1,,,,,1,,,,,,,1,-,-
ATL,6-Dec-04,"offshore fisherman rept to USCG. Line through mouth, exiting both sides, crossing over head & down to flippers; twists together beth whale & trails >400ft to balloon float & bullet buoy. Lines crossing over head embedding into rostrum & blowholes. Line on left embedding just behind eye.  Partial disentanglement on 12/30/04 - removed trailing gear. Complete disentanglement on 12/31/2004. Healthy resights. Gear owner interview - set r St. John, NB & lost either May/June 04 or After 11/9/04 - given that 3314 was seen in September w/ no gear, likely that entanglement occurred sometime after 11/9/04. Healthy resights.",EN,NS,Recovered,Disentangled,1,M,L2,-,,1,,,,,,,,,,,,,,,0,Pot/trap,-
ATL,27-Jan-05,"Whale photographed with new, superficial, healing lacerations.  Successfully reproductive. classify 3-10cm & vessel 40-65ft",VS,NS,Recovered,-,1,B,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,24-Feb-05,"A dredge reported a possible interactions with a right whale. 283ft @ 8kts (max speed is only 8-9kts). An observer and crew felt a shudder, upon looking around the vessel a pectoral flipper was seen aft of the ship.  The flipper was above water level and a ""waving"" motion was observed for about five seconds, then contact was lost.  The flipper was black in color and paddle like in shape. Only sighted a mom/calf pair ~20 mi from strike location roughly 2 hr later, behaving normally. Weather conditions were not optimal for sighting however (fog, rain, haze, sea state 3-4)",VS,NS,Unknown,-,0,B,L6c,L6c,,,,,,,,,1,,,,,,,,0,-,-
ATL,10-Mar-05,"A 43' power yacht traveling @ 20kts hit a right whale, immediately reported the incident to USCG. Deep lacerations partially severed portion of left fluke blade and affected main artery @ right fluke insertion. Arterial blood witnessed. Whale resighted on 9/3/05 at location 42 15.7N  70 10.6W, by a Tuna Spotter.  Photos taken.  Whale is looking in extremely poor condition, large cyamid load on fluke and peduncle, thin, and gray in color. classify >10cm.",VS,SI,Decline,-,0,B,"L5a, L6b","L5a, L6b",,,,,1,,,1,,,,,,,,,1,-,-
ATL,28-Apr-05,"Partial necropsy on 4/29. Significant bruising and multiple vertebral fractures. Advanced decomp, but histopath supports blunt trauma from vessel as COD. **Suspect hit on right body & wrapped around bow of ship. Unlikely dead for more than 2 weeks prior. Carcass dislodged by storm & resighted south of Noman's Island. Likely is the same as 7/2/05 carcass on Long Island",VS,MT,Dead,-,0,F,L12,-,,,,,,,,,,,,,,,,1,1,-,-
ATL,8-Jun-05,"4-5 body-lengths of line trailing to a wad of line and no buoys, attachment point unknown, likely left flipper wraps or left mouthline. Photos of left pectoral from 2011 show damage from constricting gear to left pectoral, but unclear if those injuries were caused by the 2000 entangling gear or the 2005 entangling gear. Indication of slight health decline during 2005. Suspected gear free in May 2006, with improved health at that time. Confirmed gear free 2/27/07. Resights indicated healthy.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,9-Jun-05,"event added 6/2/14. Sighted w/ new lacerations to left fluke tip. Resights healthy. classify 3-10cm & vessel 40->65ft. **Moderate laceration by left lower mandible discovered in 2006. Timing suggests vessel strike, but unable to prove it based on sighting history and documentation.",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,14-Jul-05,S/V rept striking a whale at 12:55 am. 104ft @ 3.6kts.  Whale not seen. Laid to in the PM and at dawn the crew dove on the hull to check for damages (none). Found whale skin on the bob stay chain. Skin sample ID'd a male RIWH.,VS,NS,Unknown,-,0,F,L6c,L6c,,,,,,,,,1,,,,,,,,0,-,-
ATL,12-Aug-05,"Record added 8/3/15. Sighted with new entanglement injuries at fluke insertions and peduncle.  Cyamids at injured areas and on head. Injuries remained unhealed during 2 years of subsequent sightings. Animal in poor health at last sighting in 2007 - overall grey skin, cyamid patches on body, peduncle, rostrum & r nares. No gear present. Presumed dead in 2014.",EN,SI,Decline,-,1,F,L10,L10,,,,,,,,,,,,,,1,,,1,-,-
ATL,24-Aug-05,"event added 6/2/14. Sighted w/ 5 new, healing lacerations by right blowhole and cutting into right lip. classify <3cm & vessel 40->65ft. Healthy resights.",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,3-Dec-05,"Constricting body wrap from anterior of left flipper to posterior of right flipper. Right flipper appears wrapped and possibly pinned. Line twisted together beth body & trailing 400ft to 3 buoys. Trailing line removed & telemetry attached on 12/3.  Telemetry buoy parted on 12/12 leaving body + poss flipper wrap & less than 20 feet of trailing rope. Resighted in the GSC on 6/13/06. Body wrap is no longer present, but unable to determine if flippers are gear free as well. No resights. ",EN,PR,Unknown,Partial,0,B,L2,L10,,,1,,,,,,,,,,,1,,,0.75,-,-
ATL,8-Jan-06,"Photographed with previously undocumented prop scars along right side. Confirmed as prop scars based on 3/24/06 sighting; Not injured as of 5/4/05, unable to see injured area on 7/10/05. Successfully reproductive & healthy resights. classify <3cm & vessel 16-40ft",VS,NS,Recovered,-,1,B,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,10-Jan-06,"Dependent calf. A fisherman reported a dead right whale.  The Coast Guard confirmed the flukes have been severed.  Necopsy completed on 1/11/06.  Gross necropsy results revealed propeller marks associated with hemorrhaging strongly supporting a premortem ship strike.  The whale is a male calf approximately one month old. *On 1/28/06, a whale fluke washed up on shore @ 30.36119N 81.39681W. The fluke was 73 cm long. If added to the carcass, the total length = 613 cm. Photos, genetic, and histo samples were taken of the fluke. classify >10cm & vessel >65ft.  **Proximate COD = propeller laceration, Ultimate COD = hemorrhage, exsanguination & shock.",VS,MT,Dead,-,0,B,"L5a, L7a",-,,,,,1,,,,,1,,,,,,,1,-,-
ATL,16-Jan-06,"Dependent calf with 2 wrapping, non-parallel, superficial lacerations indicate entanglement, not vessel strike. No gear present; resights indicate healthy",EN,NS,Recovered,-,1,O,L2,L2,,1,,,,,,,,,,,,,,,0,-,-
ATL,22-Jan-06,"Dependent calf. FV rept; Gross necropsy report indicates signs of entanglement + shark predation. Photo-analysis indicates poss shark lesions present at 12/30 (first) sighting and entanglement lesions (& poss gear) present at 1/8 & 1/11 sightings. Peduncle heavily infested w/ cyamids. No indication of systemic disease. Cassoff & Sharp COD=most likely initiated by shark predation & subsequent EN. ** Proximate COD = predation + acute entanglement, Ultimate COD = undetermined. Death likely occurred only a couple of days before carcass reported based on intact skin.",EN,MT,Dead,-,0,B,L2,-,,1,,,,,,,,,,,,,,,1,Gillnet,-
ATL,11-Mar-06,"aerial team documented with 11 recent, deep, prop cuts on the back.  The whale was extremely difficult to photograph due to its short surfacing (one blow) and unpredictable behavior. No resights. classify >10cm & vessel >65ft",VS,SI,Unknown,-,0,B,"L5a, L7a","L5a, L7a",,,,,1,,,,,1,,,,,,,1,-,-
ATL,14-Apr-06,"new, superficial, healed lacerations across right fluke blade; not injured as of 1/13/06. classify <3cm & vessel 16-65 ft. Healthy resights. Seen in two separate VS events (see 05May09 & 19Apr09)",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,5-May-06,"sighted with new, minor, healed lacerations across back; not injured as of 4/14/06, unable to see injured area on 4/27/06. classify <3cm & vessel 16-65ft. Healthy resights until separate VS event 19Apr09.",VS,NS,Recovered,-,1,F,"L5b, L7b","L5b, L7b",,,,,,1,,,,,1,,,,,,0,-,-
ATL,24-Jul-06,"Dependent calf. Animal observed floating and was towed into land by Canadian authorities. 13 deep lacerations that penetrated blubber & muscle layer & left chopping wounds on ribs; associated hemorrhaging; Knowlton/Costidis report >10 cm deep (L5a) & 40-65' vessel (L7b) based on lacerations. Catalog # assigned in 2014. **Proximate COD = acute propellar lacerations, Ultimate COD = hemorrhage - 02/28/19 - ",VS,MT,Dead,-,0,F,"L5a, L7b",-,,,,,1,,,,,,1,,,,,,1,-,-
ATL,16-Aug-06,"Whale reported as having wraps of line around flukes and appears to be free-swimming. Unclear if wraps loose or constricting, full configuration unknown. No resights.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,24-Aug-06,"Seen, photographed by ME Maritime Academy's Schooner Bowdoin and reported to COA on 9/19/06. Photos matched to 9/3/06 RIWH - reported to Canadian DFO, towed in to land. Initial description is code 3, largely skinless animal. No baleen, no callosities, very little skin, id not possible from callosities. Estimated to be about 2 weeks dead. Necropsy performed on 9/4/06. Extensive skeletal fracturing with associated hemorrhaging along left side. **Proximate COD = blunt trauma, Ultimate COD = hemorrhage",VS,MT,Dead,-,0,F,L12,-,,,,,,,,,,,,,,,,1,1,-,-
ATL,15-Sep-06,"record added 10/26/13; lacerations to right fluke blade, eventually lost distal portion of fluke.  classify >10cm & unable to determine vessel size. Healthy resights.",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,17-Sep-06,"healthy/robust with a single rope exiting the mouth, tightly crossing the rostrum, and re-entering the other side of the mouth.  No other body parts appear to be currently involved and no trailing gear was seen.  The tail/peduncle is heavily abraded, apparently recently. Shed gear, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,-
ATL,27-Sep-06,thin line w/ hooks through mouth & loosely twisted into loop over right shoulder with line trailing ~100ft past flukes. No wraps. Hooks in mouth and back. Partial disentanglement on 1/15/07 - telemetry attached & trailing line sampled. Partial disentanglement on 1/24/07 - shortened trailing line & removed telemetry. Declared gear free on 5/11/07. Recovered a portion of a groundfish tub trawl or longline of unknown origin. Healthy resights,EN,NS,Recovered,"Partial, 
Shed Gear",1,F,"L3, L4","L3, L4",,,1,1,,,,,,,,,,,,,0,Longline,1
