Region,Case 1st Observed Date,Narrative,CAUSE,DETERMINED FATE,Health status,DISENTANGLEMENT STATUS,"Seen 
1yr+","Breeding, Feeding, Migratory corridor, or Other?",INITIAL  National Cause Criteria: L1-L12,FINAL National Cause Criteria: L1-L12,L1,L2,L3,L4,L5a,L5b,L6a,L6b,L6c,L7a,L7b,L8,L9,L10,L11,L12,"PBR 
Value","Gear 
Type",Trailing?
PAC,4/5/2009,"3 DEEP PROPELLER-LIKE CUTS ON RIGHT SIDE (=DEEP LACERATIONS), JUST ANTERIOR OF GENITAL OPENING; CARCASS TOWED OUT TO SEA ON 6-APR, RESTRANDED AT 29TH STREET IN DEL MAR ON 10-APR; CARCASS TOWED OUT & RESTRANDED AT TORREY PINES STATE BEACH ON 12-APR; CARCASS EXAMINED BY LACMNH & SWFSC.",VS,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,-,
PAC,4/9/2009,THICK BLACK LINE WRAPPED TWICE AROUND WHALE'S BODY POSTERIOR TO THE EYES. MULTIPLE WRAPS. CITIZEN CUT AND PULLED AWAY THE LINES. ANIMAL SWAM AWAY AND DOVE. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.,EN,PR,UNKNOWN,Partial,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Unidentified,
PAC,4/27/2009,"LARGE AMOUNT OF BLOOD IN BODY CAVITY, BRUISING IN SOME AREAS OF BLUBBER LAYER AND IN SOME INTERNAL ORGANS. FINDINGS SUGGESTIVE OF BLUNT FORCE TRAUMA LIKELY CAUSED BY COLLISION WITH A LARGE SHIP.",VS,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,-,
PAC,5/1/2009,CATALINA ISLAND TRANSPORT VESSEL COLLIDED WITH FREE-SWIMMING CALF ACCOMPANIED BY ADULT; CALF WAS SUBMERGED AT TIME OF COLLISION; PIECES OF FLESH & BLOOD OBSERVED IN WATER; CALF NEVER SURFACED; PRESUMED MORTALITY. VESSEL SIZE = 85 FT. SPEED = 27 KTS.,VS,SI,UNKNOWN,-,0,M,,L6A,,,,,,,,,,,,,,,,,1,-,
PAC,6/24/2009,"WHALE CAUGHT IN THE BAG SECTION OF A TRIBAL SET GILLNET. WHALE ENCOUNTERED IN MORNING, UNKNOWN ENTANGLEMENT DURATION. NET HAD BEEN SET 8PM PREVIOUS DAY. WHALE WAS ABLE TO BREATH, BUT COULD NOT FREELY SWIM AND WAS STATIONARY WITHIN NET = ENTRAPMENT. RIGHT PECTORAL FIN AND HEAD WERE WELL WRAPPED IN NET WEBBING. WHALE REACTED VIOLENTLY AND SWAM AWAY IN RESPONSE TO A DISENTANGLEMENT ATTEMPT. NET WAS RETRIEVED AND FOUND TO BE TORN IN TWO. NO CONFIRMATION THAT WHALE WAS COMPLETELY FREE OF NETTING. WHALE LAST SEEN AT 1030 AM. GEAR CONFIGURATION AND AMOUNT UNKNOWN.",EN,PR,UNKNOWN,Partial,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Gillnet,
PAC,7/21/2009,"FREE-SWIMMING ANIMAL WITH GREEN GILLNET, ROPE AND SMALL BLACK FLOATS WRAPPED AROUND CAUDAL PEDUNCLE. PHOTOS SHOW ROPE CUTTING INTO CAUDAL PEDUNCLE = CONSTRICTING ENTANGLEMENT. ANIMAL RESIGHTED ON 3-AUG. WHALE IDENTIFIED AS PCFG GRAY WHALE, RESIGHTED IN 2010 AND 2011, STILL ENTANGLED. WHALE WAS RESIGHTED IN 2013 AND HAD SHED GEAR, APPARENTLY IN GOOD HEALTH.",EN,NS,RECOVERED,Self Release,1,F,,L2,,,,,,,,,,,,,,,,,0,Gillnet,
PAC,9/9/2009,"USCG VESSEL TRAVELING AT 10 KNOTS STRUCK A GRAY WHALE. VESSEL SIZE NOT REPORTED. THE ANIMAL WAS HIT WITH THE PROPELLER AND WAS REPORTED ALIVE AFTER BEING HIT, BLOOD OBSERVED IN WATER.",VS,PR,UNKNOWN,-,0,M,,L11,,,,,,,,,,,,,,,,,0.52,-,
PAC,2/1/2010,"40 CENTIMETER LONG HARPOON AND 8 CENTIMETER LONG BROKEN TOGGLE HEAD FROM 2ND HARPOON EMBEDDED IN LEFT LATERAL/DORSAL SIDE JUST BELOW DORSAL HUMP, HARPOON ATTACHED TO 10 METERS OF ROPE.",HARPOON,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,-,
PAC,2/16/2010,FREE-SWIMMING ANIMAL WITH PROPELLER-LIKE WOUNDS TO DORSUM.,VS,PR,UNKNOWN,-,0,M,,L11,,,,,,,,,,,,,,,,,0.52,-,
PAC,3/5/2010,TRAILING ORANGE/WHITE BUOY.  AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,SI,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Unidentified,1
PAC,3/12/2010,21 METER SAILBOAT (VESSEL SIZE > 65 FT) UNDERWAY AT 13 KTS COLLIDED WITH FREE-SWIMMING ANIMAL; WHALE BREACHED SHORTLY AFTER COLLISION; DAMAGE TO LOWER PORTION OF BOAT'S KEEL; FINAL STATUS UNKNOWN.,VS,SI,UNKNOWN,-,0,M,,L6A,,,,,,,,,,,,,,,,,1,-,
PAC,4/7/2010,ROPE WRAPPED AROUND CAUDAL PEDUNCLE. UNIDENTIFIED FISHERY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,-,
PAC,4/11/2010,ENTANGLEMENT SCARS FOUND ON DEAD WHALE. THERE WAS A DISTINCT NOTCH IN THE LEFT TAIL FLUKE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,Unidentified,
PAC,4/16/2010,"ENTANGLED IN CRAB POT LINES, LENGTH OF GEAR UNKNOWN.",EN,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,Pot/Trap,
PAC,5/7/2010,"ENTANGLED IN 3 CRAB POTS, WHALE NOT RELOCATED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,
PAC,5/11/2010,FREE-SWIMMING ANIMAL ENTANGLED IN GILLNET. ANIMAL FIRST OBSERVED INSIDE DANA POINT HARBOR ON 5/11/10; ANIMAL SUCCESSFULLY DISENTANGLED ON 5/12/10 & SWAM OUT OF HARBOR; ANIMAL OBSERVED ALIVE IN SURF ZONE FOR SEVERAL HOURS ON 5/14/10 OFF DOHENY STATE BEACH BEFORE WASHING UP DEAD ON BEACH. AMOUNT AND CONFIGURATION OF ORIGINAL GEAR CONFIGURATION UNKNOWN.,EN,MT,DEAD.DECLINE,Disentangled,0,M,,NA,,,,,,,,,,,,,,,,,1,Gillnet,
PAC,8/17/2010,"CRAB POT LINE SPIRALED AROUND ANIMAL FROM HEAD TO FLUKES (MULTIPLE WRAPS), TRAILING 20 FEET OF LINE ATTACHED TO CRAB POT. PECTORAL FIN SEVERED, ONLY NECROTIC TISSUE REMAINING. FREE-SWIMMING, BREACHING, MAKING SHALLOW DIVES; SUCCESSFUL GEAR REMOVAL, HOWEVER INJURY DESIGNATED AS SERIOUS DUE TO MISSING PECTORAL FIN AND IS CONSIDERED A HEALTH DECLINE.",EN,SI,DEAD.DECLINE,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,1,Pot/Trap,1
PAC,1/22/2011,SAILBOAT COLLIDED WITH FREE-SWIMMING WHALE WHICH DOVE IMMEDIATELY FOLLOWING CONTACT AND WAS NOT RESIGHTED. FINAL STATUS UNKNOWN. VESSEL SIZE ASSUMED LESS THAN 65 FT. AND SPEED UNKNOWN.,VS,PR,UNKNOWN,-,0,M,,L7B,,,,,,,,,,,,,,,,,0.14,-,
PAC,2/12/2011,"RECREATIONAL VESSEL COLLIDED WITH FREE-SWIMMING WHALE. WHALE BREACHED JUST PRIOR TO CONTACT, BOUNCING OFF SIDE OF VESSEL AND DOVE IMMEDIATELY FOLLOWING CONTACT AND WAS NOT RESIGHTED. FINAL STATUS UNKNOWN; SKIN SAMPLE COLLECTED FROM VESSEL AND GENETICALLY IDENTIFIED AS A FEMALE GRAY WHALE. VESSEL SIZE ASSUMED LESS THAN 65 FT AND SPEED UNKNOWN.",VS,PR,UNKNOWN,-,0,M,,L7B,,,,,,,,,,,,,,,,,0.14,-,
PAC,4/18/2011,CRUSHED MANDIBLE,VS,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,-,
PAC,6/11/2011,"MASSIVE HEMORRHAGE INTO THE THORAX, BLOOD CLOTS AROUND LUNGS. LESIONS INDICATE MASSIVE TRAUMA. DUE TO CARCASS POSITION, THE SKELETON COULD NOT BE COMPLETELY EXAMINED (LYING ON BACK, TOP OF SKULL IN SAND).",VS,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,-,
PAC,7/13/2011,"WHALE HAS BEEN IN AREA FOR 5 WEEKS, OBSERVED FEEDING; THIS WAS FIRST OBSERVATION OF ENTANGLEMENT; GRAY LINE WITH BLACK AND WHITE FLOAT WRAPPED AROUND FLUKE/PEDUNCLE. TRAILING LINE, 2 LACERATIONS IN THE FLUKE AREA, ONE DEEP, ONE AT THE BASE AND ONE ON ONE OF THE BLADES CAUSING THE TIP TO CURL. ANIMAL OBSERVED ENTANGLED IN THE MORNING BUT AT 1330 OBSERVED WITHOUT ENTANGLEMENT; SHED GEAR ON ITS OWN; GEAR-FREE BUT INJURED. FINAL OUTCOME UNKNOWN.",EN,SI,UNKNOWN,Shed Gear,0,M,,L2,,,,,,,,,,,,,,,,,1,Unidentified,1
PAC,7/27/2011,INDICATIONS OF OLD HEALED ENTANGLEMENT SCAR ON FLUKE. OPEN ULCER/ LESIONS ON ABDOMEN OF UNKNOWN ORIGIN.,EN,NS,UNKNOWN,Self Release,0,M,,L5B,,,,,,,,,,,,,,,,,0,Unidentified,
PAC,8/25/2011,"ENTANGLED IN 50 LBS. HEAVY MONOFILAMENT WEBBING, CORK LINE, AND LEAD LINE, AS WELL AS OVER 200 LBS. OF BULL KELP ATTACHED TO GEAR; COMPLETELY DISENTANGLED; LEADING EDGE OF FLUKES HAD SIGNIFICANT CUTS AND ABRASIONS; OVERALL POOR BODY CONDITION; MASSIVE INFESTATION OF WHALE LICE AND BARNACLES; ANIMAL VERY EMACIATED AND LACKED ANY VISIBLE SIGNS OF RECENT FEEDING; OBSERVED THE DAY AFTER DISENTANGLEMENT SWIMMING VERY SLOWLY. HEALTH DECLINE DUE TO CONSTRICTING AND WEIGHTED ENTANGLEMENT.",EN,SI,DEAD.DECLINE,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,1,Gillnet,
PAC,8/25/2011,"ONE WHITE ""CRAB POT"" BUOY NEXT TO BODY BY LEFT PECTORAL FIN; FLOAT STAYED NEXT TO BODY AND DID NOT CHANGE POSITION; ANIMAL REMAINED IN SAME POSITION - POSSIBLY ANCHORED; ONLY OBSERVED FOR ~2 MIN; NOT RESIGHTED, OUTCOME UNKNOWN. CONSTRICTING ENTANGLEMENT.",EN,SI,UNKNOWN,-,0,M,,L2,,,,,,,,,,,,,,,,,1,Pot/Trap,
PAC,9/27/2011,"ENTANGLED IN COD POT GEAR; 3-5 MULTIPLE WRAPS OF LINE AROUND PEDUNCLE AND WHALE ANCHORED AND IMMOBILIZED ; 2-3 WRAPS OF FLOATING POLY BUOY LINES WRAPPED CLOSE TO FLUKES, SINGLE WRAP OF POT LINE AROUND PEDUNCLE EXTENDED DOWN TO THE POT AT AN ANGLE; FLUKES IMMOBILIZED; COMPLETELY DISENTANGLED AFTER 2 HRS (=RESCUE) AND OBSERVED SWIMMING SLOWLY. NON-SERIOUS INJURY BECAUSE WHALE'S CONDITION WAS REPORTED AS GOOD AND ALL GEAR REMOVED.",EN,NS,UNKNOWN,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,0,Pot/Trap,1
PAC,1/17/2012,"A 40' WHALE WAS CAUGHT IN COD POT GEAR NEAR UNIMAK PASS. LINES WERE CUT BY BOAT CREW AND BUOYS WERE RECOVERED (RESCUE), HOWEVER, THE POT AND SOME LINE REMAINED IN THE WATER. ANY LINE POSSIBLY REMAINING ON ANIMAL THOUGHT TO BE MINIMAL. GRAY WHALE DETERMINATION MADE FOLLOWING EXTENSIVE QUESTIONING BY LOCAL MARINE MAMMAL BIOLOGIST. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,Partial,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,
PAC,1/22/2012,"POSSIBLE ENTANGLEMENT, DEEP CABLE-LIKE INDENTATION AROUND GENITAL AREA.",EN,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,Unidentified,
PAC,1/28/2012,"TRAILING TWO ORANGE BUOYS AND AT LEAST 150 FT OF LINE; UNKNOWN FISHERY, REPORTED AS POSSIBLE GILLNET. GEAR CONFIGURATION AND AMOUNT UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Unidentified,1
PAC,3/24/2012,"GILLNET AROUND PEDUNCLE; RESPONSE EFFORT RESULTED IN SUCCESSFUL DISENTANGLEMENT WITH >100 FT OF PINK GILLNET REMOVED FROM ANIMAL, BUT ANIMAL SUBSEQUENTLY OBSERVED DEAD ON 03/27 (FLOATING, SKIN SAMPLE TAKEN, NO NECROPSY). NET REMOVED ON 03/24 FOUND TO CONTAIN ONE DEAD CA SEA LION AND THREE DEAD SHARKS.",EN,MT,DEAD.DECLINE,Disentangled,0,M,,NA,,,,,,,,,,,,,,,,,1,Gillnet,1
PAC,3/28/2012,LINE DEEPLY EMBEDDED AROUND TAIL STOCK AND UNDER FLUKE. CONSTRICTING ENTANGLEMENT. 45 FEET OF ROPE WITH HAND CARVED BUOY. ANIMAL SUCCESSFULLY DISENTANGLED AND ALL GEAR RECOVERED (=RESCUE). CONDITION OF ANIMAL INDICATED THAT ANIMAL IS LIKELY TO SURVIVE.,EN,NS,UNKNOWN,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,0,Pot/Trap,1
PAC,4/17/2012,"GRAY WHALE REPORTED ENTANGLED WITH APPROXIMATELY 150 FEET OF LINE TRAILING. FOUR BULLET BUOYS LIE ALONG THE LEFT SIDE OF THE ANIMAL. ENTANGLEMENT INVOLVES THE MOUTH, A WRAP OVER THE HEAD, AND THE LEFT PECTORAL FLIPPER. ENTANGLEMENT APPEARS RECENT. PARTIALLY DISENTANGLED 5/3/12 BY FISHERMEN. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE UNKNOWN.",EN,PR,UNKNOWN,Partial,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,1
PAC,4/21/2012,ROPE LIKE MARKS ON CAUDAL PEDUNCLE. ROPE IMPRESSION ON PECTORAL FIN. PHOTOS.,EN,MT,DEAD.DECLINE,-,0,M,,NA,,,,,,,,,,,,,,,,,1,Unidentified,
PAC,4/28/2012,"SMALL GRAY WHALE OFF FORT BRAGG CA, IN COMPANY OF TWO OTHER ANIMALS, TRAILING TWO BUOYS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Unidentified,
PAC,5/5/2012,"WHALE WATCH VESSEL REPORTED ENTANGLEMENT FROM REVIEW OF PHOTOS EARLIER IN DAY. A SMALL GAUGE LINE, LIKELY FROM RIGHT SIDE OF MOUTH GOES OVER THE ANIMAL'S BACK, AND OVER BLOWHOLES, TO LEFT SIDE OF MOUTH. ANIMAL IN FAIR CONDITION = HEALTH DECLINE. ANIMAL SIGHTED NEXT DAY BY WHALE WATCH VESSEL. CONFIRMED MOUTH ENTANGLEMENT, APPEARS TO BE STRAPPING MATERIAL.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Marine Debris,
PAC,5/8/2012,DEEP CUTS FROM ROPE AROUND PEDUNCLE AND LACERATIONS AT FLUKE NOTCH AND LATERAL EDGE OF FLUKE (=CONSTRICTING GEAR). GEAR COLLECTED AND IDENTIFIED AS DUNGENESS CRAB POT GEAR. ANIMAL ENTIRELY FREED OF GEAR (=RESCUE) BUT CONDITION OF ANIMAL IS FAIR AND SLIGHTLY EMACIATED (= HEALTH DECLINE). DEEP CUTS (~ 2 INCHES) FROM THE ROPE AROUND THE PEDUNCLE REMAINED. GEAR WAS RECOVERED. RESULTS OF ENTANGLEMENT MAY STILL BE LIFE THREATENING.,EN,SI,DEAD.DECLINE,-,0,M,,L2,,,,,,,,,,,,,,,,,1,Pot/Trap,
PAC,5/11/2012,LOOP BETWEEN CRAB POTS AND WEIGHTED LINE CAUGHT IN WHALE'S MOUTH; ENTANGLING GEAR STUCK IN ROCKS; ANIMAL ANCHORED WITH SMALL RADIUS OF MOVEMENT FOR 4 DAYS; SUCCESSFULLY DISENTANGLED (=RESCUE). GEAR WAS COLLECTED.,EN,NS,UNKNOWN,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,0,Pot/Trap,
PAC,5/13/2012,"ANIMAL ENTANGLED THROUGH MOUTH IN AT LEAST TWO SETS OF SUSPECTED POT GEAR THAT THAT HANG BELOW. ANIMAL ANCHORED WITH A SHORT SCOPE IN 28 FEET OF WATER TO SUSPECTED POTS. BUNDLE OF GEAR, INCLUDING 4 BUOYS LIE UNDER ANIMAL. ANIMAL HAVING SOME DIFFICULTY GETTING TO SURFACE. ANIMAL EVENTUALLY DISENTANGLED (=RESCUE), BUT RESULTS OF ENTANGLEMENT MAY STILL BE LIFE-THREATENING. HEALTH DECLINE.",EN,SI,DEAD.DECLINE,Disentangled,0,M,,L2,,,,,,,,,,,,,,,,,1,Pot/Trap,
PAC,5/19/2012,TWO FISHING VESSELS COORDINATED TO CUT LINES FREE FROM THE CALF. AS THEY WORKED THE CALF BAGAN TO MOVE TO THE WEST ACCOMPANIED BY THE ADULT. ONE LINE REMAINED ATTACHED WHEN DISENTANGLEMENT ATTEMPTS WERE DISCONTINUED; THE CALF WAS ENTANGLED IN SEVERAL LINES (=MULTIPLE WRAPS) IDENTIFIED AS CRAB GEAR. AMOUNT AND CONFIGURATION OF REMAINING GEAR UNKNOWN.,EN,PR,UNKNOWN,Partial,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,
PAC,6/16/2012,"GRAY WHALE IN PRINCE WILLIAM SOUND ENTANGLED IN GEAR. THRASHING AT SURFACE AND MOVING AT 4-5 KNOTS. GILLNET, CORKLINE (AT LEAST 12 FLOATS), AND LEADLINE OBSERVED OVER ANIMAL'S ROSTRUM, BODY, AND TAILSTOCK. BOTH PECTORAL FLIPPERS APPEARED PINNED TO BODY. ANIMAL LATER APPEARED TIRED AND WAS SWIMMING AT 2 KNOTS. IT WAS NOT RELOCATED. ASSIGNED L2 SERIOUS INJURY BECAUSE GEAR APPEARS TO BE CONSTRICTING MOVEMENT OF WHALE.",EN,SI,UNKNOWN,-,0,M,,L2,,,,,,,,,,,,,,,,,1,Gillnet,
PAC,8/22/2012,"A FISHING NET WAS OBSERVED BEING TRAILED FROM A GRAY WHALE'S BACK. PHOTOS APPARENTLY AVAILABLE, BUT HAVE NOT BEEN LOCATED. PRINCE WILLIAM SOUND. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Netting,1
PAC,8/31/2012,"FIRST DETECTED NEAR SAN DIEGO. GRAY WHALE REPORTED ENTANGLED WITH SMALL GAUGE, DARK-COLORED LINE, DEEPLY EMBEDDED AROUND ITS TAIL STOCK (=CONSTRICTING). LITTLE GEAR TRAILS. ENTANGLEMENT WAS ONCE MORE EXTENSIVE AS INDICATED BY SCARS ON THE ANIMAL'S BODY. ANIMAL IN VERY POOR CONDITION - EMACIATED, SCARRED AND A HEAVY LOAD OF CYAMID AMPHIPODS (=HEALTH DECLINE). BLACK LINE AROUND PEDUNCLE, 20 FT TRAILING; OBSERVED OFF SAN DIEGO ON 8/31, COMPLETELY DISENTANGLED OFF LOS ANGELES 9/6, STRANDED DEAD 9/14/12.",EN,MT,DEAD.DECLINE,Disentangled,0,M,,NA,,,,,,,,,,,,,,,,,1,Unidentified,1
PAC,10/13/2012,WHALE REPORTED WITH ROPE AROUND THE PEDUNCLE WHICH WASN'T SEEN IN PHOTOGRAPHS BUT PHOTOS DID SHOW GREEN GILLNET WITH CUTS TO THE HEAD. ANIMAL DISAPPEARED AND FINAL STATUS IS UNKNOWN. CUTS TO HEAD INDICATE CONSTRICTING GEAR. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,SI,UNKNOWN,-,0,M,,L2,,,,,,,,,,,,,,,,,1,Gillnet,
PAC,1/10/2013,"GRAY WHALE SWIMMING SLOWLY FOR 30 MINUTES SAID TO BE ENTANGLED IN ROPE AND BUOYS. ANIMAL NOT RELOCATED, AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Unidentified,
PAC,2/3/2013,"LINE ENTANGLEMENT DESCRIBED AS ""POT GEAR"" WITH A SINGLE WHITE BUOY TRAILING. NOT RESIGHTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,1
PAC,3/8/2013,ENTANGLED WHALE WAS TRAILING ROPE AND TWO ORANGE FLOATS 20 FEET BEHIND. WHALE IS THOUGHT TO HAVE AN ENTANGLEMENT ON THE PECTORAL FIN OR HEAD REGION. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,PR,UNKNOWN,-,0,M,,L10,,,,,,,,,,,,,,,,,0.75,Pot/Trap,1
